id,description
2968,a softly textured fruity wine that has a feeling of richness apricot fruits are balanced by lime crispness full and ripe it s ready to drink 
2969,aged in neutral oak barrels with malolactic fermentation this medium yellow colored wine brings notes of wheat cereal peach and lees it s dry and broad in feel with tart acidity seeming slightly advanced for its age 
2970,this smells a touch stalky and leathery although there s ample black fruit character to the bouquet a tannic somewhat rough palate holds stalky flavors of roasted black fruits charred wood and creosote a jagged finish with peppery spice and heat closes this out drink through 2020 
2971,while bright cherry and berry aromatics take a bit of aeration and coaxing to flourish this four square wine calibrates juicy primary red fruit with cool touches of menthol and cranberry acidity it s approachably fruity and framed in soft delicate tannins drink now 
2972,this opens with attractive aromas of pressed rose woodland berry dried herb and a whiff of baking spice the robust palate shows sour almost unripe cherry clove mocha and anisette the warmth of evident alcohol closes the finish 
2973,the 2012 and 2013 vintages were both strong in southern australia so some of the realistically priced pinots from south australia and victoria are worth stocking up on this is a good example showing hints of acacia blossoms red berries cola and brown sugar wrapped in supple tannins drink now through 2018 
2974,forest floor woodland berry and spice aromas emerge in the glass the tight palate offers sour cherry white pepper grilled herb and a whiff of tobacco alongside close grained tannins and racy acidity an anisette note closes the finish 
2975,cherry and plum aromas are dry earthy and direct this is a straightforward aged rioja with grabby tannins but enough body and fruit to absorb them baked cherry and plum flavors are a touch rustic and stalky while a roasted aftertaste sends this on its way drink through 2019 
2976,primary aromas of black cherry and cassis come with minerally notes herbal hints and a drop of iodine this feels good but narrow while saucy lightly herbal berry flavors end with tolerable saltiness drink through 2019 
2977,aromas of scorched earth underbrush red berry and a whiff of cellar floor lead the nose on the firm palate ground pepper tobacco and sage accent sour cherry while brooding tannins offer firm support 
2978,warm and robust this full bodied barolo offers aromas of underbrush scorched earth tar and kirsch the palate is bold and hearty but also shows the heat of the vintage doling out cherry marinated in spirits licorice and clove alongside almost scorching alcohol drink sooner rather than later 
2979,this fruit forward elegant wine offers gentle flavors of strawberry and cherry with a lightly candied aspect it s like a cherry lollipop with a lingering slightly earthy finish 
2980,a chalky slightly saline minerality extends through this lemony fresh wine accenting plush fruity flavors of apple peach and pear it s silky on the palate and refreshing in composure ideal for elegant and casual entertaining 
2981,woody blackberries meet with freshly plucked violets and lilacs on the snappy nose of this wine the palate shows very tart berry fruit but is driven more so by the asphalt and peppercorn elements 
2982,this full bodied wine smells ripe and buttery like a pear tart and has similar tasty flavors like ripe apple vanilla and cream though it s not technically sweet the personality is generous and the texture soft and rich 
2983,aromas of baked plum cherry under spirits oak and coconut lead the nose while the polished palate offers ripe black cherry vanilla grilled herb and a hint of licorice firm fine grained tannins support the savory flavors 
2984,considerable noble rot both in its aromas and in its palate give this wine richness and a textured sweet and dry character honeyed with bitter marmalade and dried apricot flavors it is still young drink from 2017 
2985,white peach and apple blossoms perfume this dancingly brisk silvaner crisp nectarine and lime penetrate the palate along with a refreshing sheen of minerality that extends the finish 
2986,racy and tight this exuberant riesling sekt juxtaposes fresh lemon and blossom notes against a piercing backbone of acidity tiny persistent bubbles and delicate foam wrap up briskly on the finish 
2987,the color of oxblood this meaty tannic wine pours espresso black licorice and composted earth around tart blackberry fruit it s aromatic spicy and nicely balanced 
2988,this deep colored rich tasting and thick textured blend does a fine imitation of a more expensive red made with a majority of merlot its dark cherry and dark chocolate flavors blend well in a texture of fine grained tannins and firm acidity 
